ph,Hardness,Solids,Conductivity,Turbidity,Potability,Timestamp,Pressure_(bar),Flow_Rate_(L/s),Temperature_(°C),Leak_Status,Pressure_Flow_Ratio
7.080794504263196,204.8904555,20791.31898,564.3086542,2.963135381,0,2024-01-01 00:00:00,3.69481448,77.51521848,21.695365,0,0.047665665561573735
3.716080075,129.4229205,18630.05786,592.8853591,4.500656275,0,2024-01-01 00:05:00,2.587125418,179.9264219,19.01672518,0,0.01437879656962155
8.099124189,224.2362594,19909.54173,418.6062131,3.05593375,0,2024-01-01 00:10:00,2.448964723,210.130823,10.01168149,1,0.011654476425859714
8.316765884,214.3733941,22018.41744,363.2665162,4.628770537,0,2024-01-01 00:15:00,2.93684371,141.7779342,12.09240791,0,0.02071439202843174
9.092223456,181.1015092,17978.98634,398.4108134,4.075075425,0,2024-01-01 00:20:00,3.073692987,197.4846329,17.0014434,0,0.015564213487721959
5.584086638,188.3133238,28748.68774,280.4679159,2.559708228,0,2024-01-01 00:25:00,2.597577389,192.3328306,24.4844805,0,0.013505636977819221
10.22386216,248.0717353,28749.71654,283.6516335,2.672988737,0,2024-01-01 00:30:00,2.846340738,86.1538199,20.24895278,0,0.03303789363377955
8.635848719,203.3615226,13672.09176,474.6076449,4.401424715,0,2024-01-01 00:35:00,3.863980603,88.81699724,19.93783427,0,0.04350496777726911
7.080794504263196,118.9885791,14285.58385,389.3755659,3.595017181,0,2024-01-01 00:40:00,3.351550492,54.69699387,22.63427162,0,0.06127485726118206
11.18028447,227.2314692,25484.50849,563.8854815,4.370561937,0,2024-01-01 00:45:00,3.396849968,188.2811353,11.32738753,0,0.018041371816605995
7.360640106,165.5207973,32452.61441,425.3834195,3.662291783,0,2024-01-01 00:50:00,3.766800773,162.0980165,18.09538199,0,0.023237796823997535
7.974521649,218.6933005,18767.65668,364.0982305,4.011718108,0,2024-01-01 00:55:00,2.944410259,74.79004086,10.2345461,0,0.03936901524778763
7.119824384,156.7049933,18730.81365,347.7150273,3.445756223,0,2024-01-01 01:00:00,2.508283176,172.3192143,20.60286016,0,0.014556027232303832
7.080794504263196,150.1749234,27331.36196,379.7618348,4.413974183,0,2024-01-01 01:05:00,3.889451318,147.6615538,23.72439513,0,0.026340311461628407
7.496232208,205.3449822,28388.00489,444.6453523,4.777382337,0,2024-01-01 01:10:00,2.595337525,96.64734826,14.87774983,0,0.02685368581472139
6.347271761,186.7328807,41065.23476,516.7432819,4.376348291,0,2024-01-01 01:15:00,3.208322388,67.93913689,20.69867181,0,0.04722347876150653
7.0517858,211.0494061,30980.60079,315.1412672,4.268428858,0,2024-01-01 01:20:00,2.560650384,156.5994335,11.66336231,0,0.016351594170996794
9.181560007,273.8138067,24041.32628,477.9746419,4.503660796,0,2024-01-01 01:25:00,3.213055335,134.4913358,20.4327413,0,0.02389042621881669
8.975464348,279.3571668,19460.39813,431.44399,2.43608559,0,2024-01-01 01:30:00,3.914280356,139.82982,20.421774,0,0.027993173101417135
7.371050302,214.4966105,25630.32004,469.9145515,2.560299148,0,2024-01-01 01:35:00,2.65824139,118.4801856,13.27660656,0,0.022436168347798404
7.080794504263196,227.4350484,22305.56741,554.8200865,4.133422644,0,2024-01-01 01:40:00,2.683131932,103.4446757,23.60242662,0,0.025937844686964397
6.660212026,168.2837469,30944.36359,523.6712975,3.749701241,0,2024-01-01 01:45:00,3.727022149,179.1095875,10.10428196,0,0.020808613324510058
7.080794504263196,215.9778587,17107.22423,436.256194,5.459250956,0,2024-01-01 01:50:00,3.538654049,90.41185007,13.66188283,0,0.039139272631411155
3.902475686,196.9032467,21167.5001,444.4788825,4.528522696,0,2024-01-01 01:55:00,3.554528438,104.5444404,24.57673124,0,0.03400016705240311
5.400301781,140.7390623,17266.59342,472.8740733,4.82478639,0,2024-01-01 02:00:00,3.568405885,72.21303949,24.96610728,0,0.049414979762680535
6.514415093,198.7673513,21218.70287,413.2904501,5.200885077,0,2024-01-01 02:05:00,2.549576099,101.7606872,19.51527017,0,0.025054627372838728
3.445061864,207.9262602,33424.76868,441.7858757,4.184396969,0,2024-01-01 02:10:00,3.978475681,86.30829073,20.08203321,0,0.046096100934798344
7.080794504263196,145.7681806,13224.93564,298.9906665,4.004871128,0,2024-01-01 02:15:00,3.051674699,144.8458746,19.50294566,0,0.021068426749656286
7.080794504263196,266.4210181,26362.96501,364.4801067,3.991564248,0,2024-01-01 02:20:00,2.726076316,126.2298165,20.4371921,0,0.021596136250423843
7.080794504263196,148.1530614,15193.41347,563.8047433,6.038184953,0,2024-01-01 02:25:00,2.524881743,126.8139587,13.39743663,0,0.0199101247913334
7.181448581,209.6256005,15196.22999,342.1112863,5.088859989,0,2024-01-01 02:30:00,3.096358032,127.6627026,22.56565159,0,0.0242542102661079
9.825489908,190.7566183,19677.89247,452.8362349,2.857472426,0,2024-01-01 02:35:00,3.887040427,181.600903,13.86912442,0,0.021404301205484647
10.43329098,117.7912296,22326.89205,412.9868338,5.057310517,0,2024-01-01 02:40:00,3.274953837,89.12437622,24.9438055,0,0.036745882281587094
7.414148196,235.0445345,32555.85254,411.9833642,3.160624468,0,2024-01-01 02:45:00,3.008544687,102.3814362,20.88933518,0,0.02938564644788603
7.080794504263196,232.280452,14787.20626,383.981723,5.029166724,0,2024-01-01 02:50:00,3.831655148,177.6392673,24.03452491,0,0.021569865752311623
5.115817064,191.952743,19620.54533,441.7483793,3.902088768,0,2024-01-01 02:55:00,3.05842415,191.0200164,24.60495755,0,0.016011013964084237
3.641629777,183.9087223,24752.07246,456.8600959,3.464353035,0,2024-01-01 03:00:00,3.537842797,147.7941889,13.36403964,0,0.02393763126501383
5.618064406,304.2359121,17281.97517,399.4715663,2.896546941,0,2024-01-01 03:05:00,2.768234064,104.9703177,21.16255785,0,0.02637158888964666
7.080794504263196,143.4537313,19942.27322,427.1306715,2.907563915,0,2024-01-01 03:10:00,3.454498927,87.56927279,18.84806271,0,0.03944875658936028
9.267187531,198.6143947,24683.72357,396.8769491,4.324004646,0,2024-01-01 03:15:00,3.446707939,169.2216955,17.5395564,0,0.020368002630017378
7.080794504263196,233.8589957,11703.92391,349.3996325,3.510004045,0,2024-01-01 03:20:00,2.845277902,124.879007,18.58006299,0,0.02278427712033296
5.331940479,194.8740654,16658.8765,335.1203984,4.434820258,0,2024-01-01 03:25:00,3.825241033,162.1578161,24.29607771,0,0.023589618588850742
7.145771545,238.6899285,28780.34043,332.0327063,5.182590704,0,2024-01-01 03:30:00,3.970497376,61.3019384,14.58545529,0,0.06476952409061179
9.920691059,202.817483,9973.934059,333.1924699,4.69070723,0,2024-01-01 03:35:00,2.75423912,133.5201894,24.04232161,0,0.020627885059006663
4.758439425,183.3494541,21568.42878,403.9441682,4.542801462,0,2024-01-01 03:40:00,2.813378076,150.6715275,15.37970172,0,0.018672260928661522
5.702925977,216.8504739,35606.44018,504.6382604,4.137739016,0,2024-01-01 03:45:00,3.611152927,154.5523611,20.53726126,0,0.023365239465112254
6.953864226,209.638293,10575.18628,391.1843151,3.195710328,0,2024-01-01 03:50:00,3.129671285,88.43104154,19.17270566,0,0.035391093788987624
10.68296643,173.3754984,15758.74062,323.8079132,3.999775382,0,2024-01-01 03:55:00,3.697442768,147.4945896,20.52950316,0,0.02506832811988108
7.080794504263196,129.8905723,34415.85315,470.3291685,4.405586,0,2024-01-01 04:00:00,2.541425158,136.8297343,16.57711185,0,0.018573632193335333
8.757257397,200.1914004,21536.22469,404.7177992,3.626135442,0,2024-01-01 04:05:00,3.313966952,92.98118782,18.86249891,0,0.03564126281560768
7.080794504263196,168.3884308,27492.30731,383.79502,3.048057223,0,2024-01-01 04:10:00,2.954898272,130.5623641,14.89976863,0,0.022632083084347276
7.809631898,100.4576151,12013.55063,605.2201244,2.447444464,0,2024-01-01 04:15:00,3.185897742,176.3034613,12.91570051,0,0.018070534285080424
6.652488091,145.0101719,19871.78845,545.9749938,3.742090426,0,2024-01-01 04:20:00,3.589137001,196.3778119,17.74450522,0,0.018276693106386525
9.147197055,211.7141418,11920.61084,527.70891,3.794531591,0,2024-01-01 04:25:00,3.158457131,61.7684572,10.38026115,0,0.051133819333923726
10.56074464,181.8933656,21783.65103,456.5564021,3.96468635,0,2024-01-01 04:30:00,3.532749851,58.72903933,23.72820591,0,0.06015337371941991
7.484254838,260.0921726,30616.61515,404.6707773,4.781188177,0,2024-01-01 04:35:00,3.571893884,149.0296065,14.19900845,0,0.023967679764356084
8.520806573,238.3351125,28779.65001,481.3188027,3.94060453,0,2024-01-01 04:40:00,3.417581119,112.9400094,13.71596484,0,0.030260145515801595
4.999413811,190.2870501,24323.8659,405.330482,4.460683932,0,2024-01-01 04:45:00,3.0128195,63.76985987,11.41235482,0,0.04724519555385374
7.080794504263196,157.8011936,16963.62501,360.9959945,4.405385706,0,2024-01-01 04:50:00,3.211260744,64.6751241,17.37423813,0,0.049652177536370586
7.080794504263196,155.0557268,20557.24043,290.1809831,4.08990769,0,2024-01-01 04:55:00,3.097757102,142.3775147,19.52640476,0,0.021757347770307724
3.906078355,233.402835,32144.79993,269.4490512,3.902879712,0,2024-01-01 05:00:00,3.900154462,125.1559826,18.09066173,0,0.031162349421720734
6.391353624,213.0178297,20965.47831,369.3381209,3.923749169,0,2024-01-01 05:05:00,3.916377396,180.07984,19.54605396,0,0.02174800575122679
7.080794504263196,229.4856937,35729.69271,296.3975472,3.855602212,0,2024-01-01 05:10:00,3.464932328,118.7379336,18.18425184,0,0.029181342667395048
8.692092013,195.1437388,24656.23968,398.345418,4.477960248,0,2024-01-01 05:15:00,3.477227158,81.00265398,14.10941691,0,0.042927323823964414
8.085759801,127.7396738,32653.91036,416.2396301,4.068688909,0,2024-01-01 05:20:00,3.427380827,100.4831322,19.83583953,0,0.03410901662756886
6.203977702,212.3066183,21815.07415,362.1080043,5.215689206,0,2024-01-01 05:25:00,2.891041792,124.4056181,20.39335538,0,0.023238836285320464
5.058108869,238.5693804,34873.93452,669.7250862,5.106655774,0,2024-01-01 05:30:00,3.602606566,170.5221396,14.23051859,0,0.021126913927134422
7.080794504263196,103.4647587,27420.16742,485.9745005,4.620793452,0,2024-01-01 05:35:00,3.985757713,111.8926515,15.58027129,0,0.035621264306172955
7.080794504263196,211.200526,12830.48413,333.329848,3.439740042,0,2024-01-01 05:40:00,2.85789529,151.976717,21.09863141,0,0.018804823175644726
7.261550522,179.8897882,24964.7777,501.1827807,3.636364183,0,2024-01-01 05:45:00,3.257878559,173.9686199,14.80074402,0,0.018726817289650755
7.160467231,183.08931,6743.346066,428.0363444,3.884891044,0,2024-01-01 05:50:00,3.770714716,103.2357786,24.35201328,0,0.036525270280666045
5.704764776,116.2993299,33223.58153,504.378681,4.157533407,0,2024-01-01 05:55:00,3.447755818,117.2668283,14.39816158,0,0.02940094712188954
